Date,AAPL,AMZN,GOOGL,FB
2016-04-19,24.78020477294922,627.9000244140625,776.25,112.29000091552734
2016-04-20,24.831195831298828,632.989990234375,774.9199829101562,112.41999816894531
2016-04-21,24.56232261657715,631.0,780.0,113.44000244140625
2016-04-22,24.495105743408203,620.5,737.77001953125,110.55999755859375
2016-04-25,24.356037139892578,626.2000122070312,742.2100219726562,110.0999984741211
2016-04-26,24.186832427978516,616.8800048828125,725.3699951171875,108.76000213623047
2016-04-27,22.673274993896484,606.5700073242188,721.4600219726562,108.88999938964844
2016-04-28,21.9802303314209,602.0,705.0599975585938,116.7300033569336
2016-04-29,21.72758674621582,659.5900268554688,707.8800048828125,117.58000183105469
2016-05-02,21.70440673828125,683.8499755859375,714.4099731445312,118.56999969482422
2016-05-03,22.061355590820312,671.3200073242188,708.4400024414062,117.43000030517578
2016-05-04,21.831890106201172,670.9000244140625,711.3699951171875,118.05999755859375
2016-05-05,21.743270874023438,659.0900268554688,714.7100219726562,117.80999755859375
2016-05-06,21.622005462646484,673.9500122070312,725.1799926757812,119.48999786376953
2016-05-09,21.638336181640625,679.75,729.1300048828125,119.23999786376953
2016-05-10,21.785247802734375,703.0700073242188,739.3800048828125,120.5
2016-05-11,21.573040008544922,713.22998046875,730.5499877929688,119.5199966430664
2016-05-12,21.06700325012207,717.9299926757812,728.0700073242188,120.27999877929688
2016-05-13,21.108978271484375,709.9199829101562,724.8300170898438,119.80999755859375
2016-05-16,21.892520904541016,710.6599731445312,730.2999877929688,118.66999816894531
2016-05-17,21.801572799682617,695.27001953125,720.1900024414062,117.3499984741211
2016-05-18,22.051095962524414,697.4500122070312,721.780029296875,117.6500015258789
2016-05-19,21.96714210510254,698.52001953125,715.3099975585938,116.80999755859375
2016-05-20,22.20500373840332,702.7999877929688,721.7100219726562,117.3499984741211
2016-05-23,22.48716926574707,696.75,717.25,115.97000122070312
2016-05-24,22.829973220825195,704.2000122070312,733.030029296875,117.69999694824219
2016-05-25,23.2310733795166,708.3499755859375,738.0999755859375,117.88999938964844
2016-05-26,23.415292739868164,714.9099731445312,736.9299926757812,119.47000122070312
2016-05-27,23.401302337646484,712.239990234375,747.5999755859375,119.37999725341797
2016-05-31,23.287036895751953,722.7899780273438,748.8499755859375,118.80999755859375
2016-06-01,22.96056365966797,719.4400024414062,748.4600219726562,118.77999877929688
2016-06-02,22.787992477416992,728.239990234375,744.27001953125,118.93000030517578
2016-06-03,22.834636688232422,725.5399780273438,735.8599853515625,118.47000122070312
2016-06-06,23.000200271606445,726.72998046875,730.0599975585938,118.79000091552734
2016-06-07,23.09348487854004,723.739990234375,731.0900268554688,117.76000213623047
2016-06-08,23.072500228881836,726.6400146484375,742.9299926757812,118.38999938964844
2016-06-09,23.238067626953125,727.6500244140625,742.52001953125,118.55999755859375
2016-06-10,23.046850204467773,717.9099731445312,733.1900024414062,116.62000274658203
2016-06-13,22.69938087463379,715.239990234375,731.8800048828125,113.94999694824219
2016-06-14,22.72736358642578,719.2999877929688,733.25,114.94000244140625
2016-06-15,22.652742385864258,714.260009765625,732.1900024414062,114.5999984741211
2016-06-16,22.748353958129883,717.510009765625,724.25,114.38999938964844
2016-06-17,22.23065948486328,706.3900146484375,704.25,113.0199966430664
2016-06-20,22.17701530456543,714.010009765625,706.1300048828125,113.37000274658203
2016-06-21,22.36591148376465,715.8200073242188,708.8800048828125,114.37999725341797
2016-06-22,22.28196144104004,710.5999755859375,710.469970703125,113.91000366210938
2016-06-23,22.41021728515625,722.0800170898438,714.8699951171875,115.08000183105469
2016-06-24,21.78058433532715,698.9600219726562,685.2000122070312,112.08000183105469
2016-06-27,21.46343994140625,691.3599853515625,681.1400146484375,108.97000122070312
2016-06-28,21.824893951416016,707.9500122070312,691.260009765625,112.69999694824219
2016-06-29,22.013782501220703,715.5999755859375,695.1900024414062,114.16000366210938
2016-06-30,22.293621063232422,715.6199951171875,703.530029296875,114.27999877929688
2016-07-01,22.36124610900879,725.6799926757812,710.25,114.19000244140625
2016-07-05,22.1513671875,728.0999755859375,704.8900146484375,114.19999694824219
2016-07-06,22.27729034423828,737.6099853515625,708.969970703125,116.69999694824219
2016-07-07,22.372907638549805,736.5700073242188,707.260009765625,115.8499984741211
2016-07-08,22.545473098754883,745.8099975585938,717.780029296875,117.23999786376953
2016-07-11,22.615432739257812,753.780029296875,727.2000122070312,117.87000274658203
2016-07-12,22.718032836914062,748.2100219726562,732.510009765625,117.93000030517578
2016-07-13,22.589780807495117,742.6300048828125,729.47998046875,116.77999877929688
2016-07-14,23.037517547607422,741.2000122070312,735.7999877929688,117.29000091552734
2016-07-15,23.035184860229492,735.4400024414062,735.6300048828125,116.86000061035156
2016-07-18,23.280040740966797,736.0700073242188,753.2000122070312,119.37000274658203
2016-07-19,23.289371490478516,739.9500122070312,753.4099731445312,120.61000061035156
2016-07-20,23.310354232788086,745.719970703125,757.0800170898438,121.91999816894531
2016-07-21,23.186765670776367,744.4299926757812,754.4099731445312,120.61000061035156
2016-07-22,23.0072021484375,744.8599853515625,759.280029296875,121.0
2016-07-25,22.69938087463379,739.6099853515625,757.52001953125,121.62999725341797
2016-07-26,22.543140411376953,735.5900268554688,757.6500244140625,121.22000122070312
2016-07-27,24.007614135742188,736.6699829101562,761.969970703125,123.33999633789062
2016-07-28,24.331756591796875,752.6099853515625,765.8400268554688,125.0
2016-07-29,24.301441192626953,758.8099975585938,791.3400268554688,123.94000244140625
2016-08-01,24.730527877807617,767.739990234375,800.9400024414062,124.30999755859375
2016-08-02,24.36440658569336,760.5800170898438,800.1199951171875,123.08999633789062
2016-08-03,24.66990089416504,754.6400146484375,798.9199829101562,122.51000213623047
2016-08-04,24.82229232788086,760.77001953125,797.25,124.36000061035156
2016-08-05,25.199769973754883,765.97998046875,806.9299926757812,125.1500015258789
2016-08-08,25.408449172973633,766.5599975585938,805.22998046875,125.26000213623047
2016-08-09,25.5116024017334,768.3099975585938,807.47998046875,125.05999755859375
2016-08-10,25.321691513061523,768.5599975585938,808.489990234375,124.87999725341797
2016-08-11,25.30528450012207,771.239990234375,808.2000122070312,124.9000015258789
2016-08-12,25.363895416259766,772.5599975585938,807.0499877929688,124.87999725341797
2016-08-15,25.668701171875,768.489990234375,805.9600219726562,123.9000015258789
2016-08-16,25.645248413085938,764.0399780273438,801.1900024414062,123.30000305175781
2016-08-17,25.60773468017578,764.6300048828125,805.4199829101562,124.37000274658203
2016-08-18,25.57491111755371,764.4600219726562,802.75,123.91000366210938
2016-08-19,25.64055633544922,757.3099975585938,799.6500244140625,123.55999755859375
2016-08-22,25.441268920898438,759.47998046875,796.9500122070312,124.1500015258789
2016-08-23,25.520984649658203,762.4500122070312,796.5900268554688,124.37000274658203
2016-08-24,25.32872772216797,757.25,793.5999755859375,123.4800033569336
2016-08-25,25.22087287902832,759.219970703125,791.2999877929688,123.88999938964844
2016-08-26,25.07316780090332,769.0,793.219970703125,124.95999908447266
2016-08-29,25.045028686523438,771.2899780273438,795.8200073242188,126.54000091552734
2016-08-30,24.852773666381836,767.5800170898438,791.9199829101562,125.83999633789062
2016-08-31,24.876224517822266,769.1599731445312,789.8499755859375,126.12000274658203
2016-09-01,25.023929595947266,770.6199951171875,791.4000244140625,126.16999816894531
2016-09-02,25.25838851928711,772.4400024414062,796.8699951171875,126.51000213623047
2016-09-06,25.251352310180664,788.8699951171875,808.02001953125,129.72999572753906
2016-09-07,25.40610122680664,784.47998046875,807.989990234375,131.0500030517578
2016-09-08,24.740230560302734,784.0599975585938,802.8400268554688,130.27000427246094
2016-09-09,24.179872512817383,760.1400146484375,788.47998046875,127.0999984741211
2016-09-12,24.721473693847656,771.489990234375,798.8200073242188,128.69000244140625
2016-09-13,25.309968948364258,761.010009765625,788.719970703125,127.20999908447266
2016-09-14,26.205608367919922,761.0900268554688,790.4600219726562,127.7699966430664
2016-09-15,27.096561431884766,769.6900024414062,801.22998046875,128.35000610351562
2016-09-16,26.944156646728516,778.52001953125,797.969970703125,129.07000732421875
2016-09-19,26.62997817993164,775.0999755859375,795.3900146484375,128.64999389648438
2016-09-20,26.627635955810547,780.219970703125,799.780029296875,128.63999938964844
2016-09-21,26.622953414916992,789.739990234375,805.030029296875,129.94000244140625
2016-09-22,26.873821258544922,804.7000122070312,815.9500122070312,130.0800018310547
2016-09-23,26.426002502441406,805.75,814.9600219726562,127.95999908447266
2016-09-26,26.465856552124023,799.1599731445312,802.6500244140625,127.30999755859375
2016-09-27,26.515094757080078,816.1099853515625,810.72998046875,128.69000244140625
2016-09-28,26.716732025146484,828.719970703125,810.0599975585938,129.22999572753906
2016-09-29,26.30173683166504,829.0499877929688,802.6400146484375,128.08999633789062
2016-09-30,26.50571632385254,837.3099975585938,804.0599975585938,128.27000427246094
2016-10-03,26.381454467773438,836.739990234375,800.3800048828125,128.77000427246094
2016-10-04,26.493988037109375,834.030029296875,802.7899780273438,128.19000244140625
2016-10-05,26.50571632385254,844.3599853515625,801.22998046875,128.47000122070312
2016-10-06,26.70266342163086,841.6599731445312,803.0800170898438,128.74000549316406
2016-10-07,26.742517471313477,839.4299926757812,800.7100219726562,128.99000549316406
2016-10-10,27.209095001220703,841.7100219726562,814.1699829101562,130.24000549316406
2016-10-11,27.26771354675293,831.0,809.5700073242188,128.8800048828125
2016-10-12,27.51154899597168,834.0900268554688,811.77001953125,129.0500030517578
2016-10-13,27.427146911621094,829.280029296875,804.0800170898438,127.81999969482422
2016-10-14,27.579544067382812,822.9600219726562,804.5999755859375,127.87999725341797
2016-10-17,27.560789108276367,812.9500122070312,806.8400268554688,127.54000091552734
2016-10-18,27.542030334472656,817.6500244140625,821.489990234375,128.57000732421875
2016-10-19,27.459970474243164,817.6900024414062,826.8400268554688,130.11000061035156
2016-10-20,27.44590187072754,810.3200073242188,821.6300048828125,130.0
2016-10-21,27.338045120239258,818.989990234375,824.0599975585938,132.07000732421875
2016-10-24,27.584232330322266,838.0900268554688,835.739990234375,133.27999877929688
2016-10-25,27.72490882873535,835.1799926757812,828.5499877929688,132.2899932861328
2016-10-26,27.10124397277832,822.5900268554688,822.0999755859375,131.0399932861328
2016-10-27,26.84099769592285,818.3599853515625,817.3499755859375,129.69000244140625
2016-10-28,26.66280746459961,776.3200073242188,819.5599975585938,131.2899932861328
2016-10-31,26.62060546875,789.8200073242188,809.9000244140625,130.99000549316406
2016-11-01,26.13996124267578,785.4099731445312,805.47998046875,129.5
2016-11-02,26.163406372070312,765.5599975585938,788.4199829101562,127.16999816894531
2016-11-03,25.882966995239258,767.030029296875,782.1900024414062,120.0
2016-11-04,25.6496524810791,755.0499877929688,781.0999755859375,120.75
2016-11-07,26.019649505615234,784.9299926757812,802.030029296875,122.1500015258789
2016-11-08,26.172828674316406,787.75,811.97998046875,124.22000122070312
2016-11-09,26.130413055419922,771.8800048828125,805.5900268554688,123.18000030517578
2016-11-10,25.40221405029297,742.3800048828125,780.2899780273438,120.80000305175781
2016-11-11,25.55303382873535,739.010009765625,771.75,119.0199966430664
2016-11-14,24.912031173706055,719.0700073242188,753.219970703125,115.08000183105469
2016-11-15,25.241958618164062,743.239990234375,775.1599731445312,117.19999694824219
2016-11-16,25.920671463012695,746.489990234375,779.97998046875,116.33999633789062
2016-11-17,25.911243438720703,756.4000244140625,786.1599731445312,117.79000091552734
2016-11-18,25.937166213989258,760.1599731445312,775.969970703125,117.0199966430664
2016-11-21,26.330724716186523,780.0,784.7999877929688,121.7699966430664
2016-11-22,26.347225189208984,785.3300170898438,785.0,121.47000122070312
2016-11-23,26.212892532348633,780.1199951171875,779.0,120.83999633789062
2016-11-25,26.344867706298828,780.3699951171875,780.22998046875,120.37999725341797
2016-11-28,26.293020248413086,766.77001953125,785.7899780273438,120.41000366210938
2016-11-29,26.267093658447266,762.52001953125,789.4400024414062,120.87000274658203
2016-11-30,26.04557228088379,750.5700073242188,775.8800048828125,118.41999816894531
2016-12-01,25.80284309387207,743.6500244140625,764.3300170898438,115.0999984741211
2016-12-02,25.899463653564453,740.3400268554688,764.4600219726562,115.4000015258789
2016-12-05,25.713289260864258,759.3599853515625,778.219970703125,117.43000030517578
2016-12-06,25.911243438720703,764.719970703125,776.1799926757812,117.30999755859375
2016-12-07,26.16576385498047,770.4199829101562,791.469970703125,117.94999694824219
2016-12-08,26.422639846801758,767.3300170898438,795.1699829101562,118.91000366210938
2016-12-09,26.85390281677246,768.6599731445312,809.4500122070312,119.68000030517578
2016-12-12,26.70071792602539,760.1199951171875,807.9000244140625,117.7699966430664
2016-12-13,27.14612579345703,774.3400268554688,815.3400268554688,120.30999755859375
2016-12-14,27.14612579345703,768.8200073242188,817.8900146484375,120.20999908447266
2016-12-15,27.29459571838379,761.0,815.6500244140625,120.56999969482422
2016-12-16,27.329938888549805,757.77001953125,809.8400268554688,119.87000274658203
2016-12-19,27.487836837768555,766.0,812.5,119.23999786376953
2016-12-20,27.560894012451172,771.219970703125,815.2000122070312,119.08999633789062
2016-12-21,27.58681297302246,770.5999755859375,812.2000122070312,119.04000091552734
2016-12-22,27.405357360839844,766.3400268554688,809.6799926757812,117.4000015258789
2016-12-23,27.45955467224121,760.5900268554688,807.7999877929688,117.2699966430664
2016-12-27,27.633947372436523,771.4000244140625,809.9299926757812,118.01000213623047
2016-12-28,27.5161190032959,772.1300048828125,804.5700073242188,116.91999816894531
2016-12-29,27.50904655456543,765.1500244140625,802.8800048828125,116.3499984741211
2016-12-30,27.29459571838379,749.8699951171875,792.4500122070312,115.05000305175781
2017-01-03,27.37236213684082,753.6699829101562,808.010009765625,116.86000061035156
2017-01-04,27.34172821044922,757.1799926757812,807.77001953125,118.69000244140625
2017-01-05,27.48076820373535,780.4500122070312,813.02001953125,120.66999816894531
2017-01-06,27.78713035583496,795.989990234375,825.2100219726562,123.41000366210938
2017-01-09,28.041645050048828,796.9199829101562,827.1799926757812,124.9000015258789
2017-01-10,28.069927215576172,795.9000244140625,826.010009765625,124.3499984741211
2017-01-11,28.220748901367188,799.02001953125,829.8599853515625,126.08999633789062
2017-01-12,28.102920532226562,813.6400146484375,829.530029296875,126.62000274658203
2017-01-13,28.053430557250977,817.1400146484375,830.9400024414062,128.33999633789062
2017-01-17,28.279666900634766,809.719970703125,827.4600219726562,127.87000274658203
2017-01-18,28.277311325073242,807.47998046875,829.02001953125,127.91999816894531
2017-01-19,28.227821350097656,809.0399780273438,824.3699951171875,127.55000305175781
2017-01-20,28.279666900634766,808.3300170898438,828.1699829101562,127.04000091552734
2017-01-23,28.298521041870117,817.8800048828125,844.4299926757812,128.92999267578125
2017-01-24,28.272600173950195,822.4400024414062,849.530029296875,129.3699951171875
2017-01-25,28.722713470458984,836.52001953125,858.4500122070312,131.47999572753906
2017-01-26,28.736854553222656,839.1500244140625,856.97998046875,132.77999877929688
2017-01-27,28.73921012878418,835.77001953125,845.030029296875,132.17999267578125
2017-01-30,28.663795471191406,830.3800048828125,823.8300170898438,130.97999572753906
2017-01-31,28.597810745239258,823.47998046875,820.1900024414062,130.32000732421875
2017-02-01,30.34172821044922,832.3499755859375,815.239990234375,133.22999572753906
2017-02-02,30.289880752563477,839.9500122070312,818.260009765625,130.83999633789062
2017-02-03,30.419492721557617,810.2000122070312,820.1300048828125,130.97999572753906
2017-02-06,30.704647064208984,807.6400146484375,821.6199951171875,132.05999755859375
2017-02-07,30.996868133544922,812.5,829.22998046875,131.83999633789062
2017-02-08,31.117055892944336,819.7100219726562,829.8800048828125,134.1999969482422
2017-02-09,31.34191131591797,821.3599853515625,830.0599975585938,134.13999938964844
2017-02-10,31.270902633666992,827.4600219726562,834.8499755859375,134.19000244140625
2017-02-13,31.547826766967773,836.530029296875,838.9600219726562,134.0500030517578
2017-02-14,31.95728874206543,836.3900146484375,840.030029296875,133.85000610351562
2017-02-15,32.07326889038086,842.7000122070312,837.3200073242188,133.44000244140625
2017-02-16,32.035396575927734,844.1400146484375,842.1699829101562,133.83999633789062
2017-02-17,32.12297439575195,845.0700073242188,846.5499877929688,133.52999877929688
2017-02-21,32.35492706298828,856.4400024414062,849.27001953125,133.72000122070312
2017-02-22,32.45196533203125,855.6099853515625,851.3599853515625,136.1199951171875
2017-02-23,32.314693450927734,852.1900024414062,851.0,135.36000061035156
2017-02-24,32.34546661376953,845.239990234375,847.8099975585938,135.44000244140625
2017-02-27,32.409366607666016,848.6400146484375,849.6699829101562,136.41000366210938
2017-02-28,32.42356872558594,845.0399780273438,844.9299926757812,135.5399932861328
2017-03-01,33.086280822753906,853.0800170898438,856.75,137.4199981689453
2017-03-02,32.88983917236328,848.9099731445312,849.8499755859375,136.75999450683594
2017-03-03,33.08391571044922,849.8800048828125,849.0800170898438,137.1699981689453
2017-03-06,32.97977066040039,846.6099853515625,847.27001953125,137.4199981689453
2017-03-07,33.02238845825195,846.02001953125,851.1500244140625,137.3000030517578
2017-03-08,32.89929962158203,850.5,853.6400146484375,137.72000122070312
2017-03-09,32.82355499267578,853.0,857.8400268554688,138.24000549316406
2017-03-10,32.93244171142578,852.4600219726562,861.4099731445312,138.7899932861328
2017-03-13,32.9466438293457,854.5900268554688,864.5800170898438,139.60000610351562
2017-03-14,32.896934509277344,852.530029296875,865.9099731445312,139.32000732421875
2017-03-15,33.244876861572266,852.969970703125,868.3900146484375,139.72000122070312
2017-03-16,33.2993049621582,853.4199829101562,870.0,139.99000549316406
2017-03-17,33.133628845214844,852.3099975585938,872.3699951171875,139.83999633789062
2017-03-20,33.48155212402344,856.969970703125,867.9099731445312,139.94000244140625
2017-03-21,33.098121643066406,843.2000122070312,850.1400146484375,138.50999450683594
2017-03-22,33.47208023071289,848.0599975585938,849.7999877929688,139.58999633789062
2017-03-23,33.35373306274414,847.3800048828125,839.6500244140625,139.52999877929688
2017-03-24,33.287471771240234,845.6099853515625,835.1400146484375,140.33999633789062
2017-03-27,33.34427261352539,846.8200073242188,838.510009765625,140.32000732421875
2017-03-28,34.035400390625,856.0,840.6300048828125,141.75999450683594
2017-03-29,34.11113739013672,874.3200073242188,849.8699951171875,142.64999389648438
2017-03-30,34.06615447998047,876.3400268554688,849.47998046875,142.41000366210938
2017-03-31,34.002254486083984,886.5399780273438,847.7999877929688,142.0500030517578
2017-04-03,34.01172637939453,891.510009765625,856.75,142.27999877929688
2017-04-04,34.26498031616211,906.8300170898438,852.5700073242188,141.72999572753906
2017-04-05,34.08747100830078,909.280029296875,848.9099731445312,141.85000610351562
2017-04-06,34.002254486083984,898.280029296875,845.0999755859375,141.1699981689453
2017-04-07,33.92652130126953,894.8800048828125,842.0999755859375,140.77999877929688
2017-04-10,33.88628387451172,907.0399780273438,841.7000122070312,141.0399932861328
2017-04-11,33.521793365478516,902.3599853515625,839.8800048828125,139.9199981689453
2017-04-12,33.56202697753906,896.22998046875,841.4600219726562,139.5800018310547
2017-04-13,33.38451385498047,884.6699829101562,840.1799926757812,139.38999938964844
2017-04-17,33.569129943847656,901.989990234375,855.1300048828125,141.4199981689453
2017-04-18,33.420013427734375,903.780029296875,853.989990234375,140.9600067138672
2017-04-19,33.29692459106445,899.2000122070312,856.510009765625,142.27000427246094
2017-04-20,33.713497161865234,902.0599975585938,860.0800170898438,143.8000030517578
2017-04-21,33.67326736450195,898.530029296875,858.9500122070312,143.67999267578125
2017-04-24,33.99751663208008,907.4099731445312,878.9299926757812,145.47000122070312
2017-04-25,34.20817565917969,907.6199951171875,888.8400268554688,146.49000549316406
2017-04-26,34.006996154785156,909.2899780273438,889.1400146484375,146.55999755859375
2017-04-27,34.03303527832031,918.3800048828125,891.4400024414062,147.6999969482422
2017-04-28,33.99989700317383,924.989990234375,924.52001953125,150.25
2017-05-01,34.693382263183594,948.22998046875,932.8200073242188,152.4600067138672
2017-05-02,34.91349792480469,946.9400024414062,937.0900268554688,152.77999877929688
2017-05-03,34.80699920654297,941.030029296875,948.4500122070312,151.8000030517578
2017-05-04,34.681541442871094,937.530029296875,954.719970703125,150.85000610351562
2017-05-05,35.25668716430664,934.1500244140625,950.280029296875,150.24000549316406
2017-05-08,36.21526336669922,949.0399780273438,958.6900024414062,151.05999755859375
2017-05-09,36.447227478027344,952.8200073242188,956.7100219726562,150.47999572753906
2017-05-10,36.27442932128906,948.9500122070312,954.8400268554688,150.2899932861328
2017-05-11,36.58815383911133,947.6199951171875,955.8900146484375,150.0399932861328
2017-05-12,37.09912872314453,961.3499755859375,955.1400146484375,150.3300018310547
2017-05-15,37.00406265258789,957.969970703125,959.219970703125,150.19000244140625
2017-05-16,36.94940185546875,966.0700073242188,964.6099853515625,149.77999877929688
2017-05-17,35.70880126953125,944.760009765625,942.1699829101562,144.85000610351562
2017-05-18,36.253047943115234,958.489990234375,950.5,147.66000366210938
2017-05-19,36.37662887573242,959.8400268554688,954.6500244140625,148.05999755859375
2017-05-22,36.59766387939453,970.6699829101562,964.0700073242188,148.24000549316406
2017-05-23,36.55250549316406,971.5399780273438,970.5499877929688,148.07000732421875
2017-05-24,36.443172454833984,980.3499755859375,977.6099853515625,150.0399932861328
2017-05-25,36.56913757324219,993.3800048828125,991.8599853515625,151.9600067138672
2017-05-26,36.50734329223633,995.780029296875,993.27001953125,152.1300048828125
2017-05-30,36.5216064453125,996.7000122070312,996.1699829101562,152.3800048828125
2017-05-31,36.305335998535156,994.6199951171875,987.0900268554688,151.4600067138672
2017-06-01,36.405147552490234,995.9500122070312,988.2899780273438,151.52999877929688
2017-06-02,36.944644927978516,1006.72998046875,996.1199951171875,153.61000061035156
2017-06-05,36.583396911621094,1011.3400268554688,1003.8800048828125,153.6300048828125
2017-06-06,36.70698928833008,1003.0,996.6799926757812,152.80999755859375
2017-06-07,36.925636291503906,1010.0700073242188,1001.5,153.1199951171875
2017-06-08,36.83531951904297,1010.27001953125,1004.280029296875,154.7100067138672
2017-06-09,35.4069709777832,978.3099975585938,970.1199951171875,149.60000610351562
2017-06-12,34.56089782714844,964.9099731445312,961.8099975585938,148.44000244140625
2017-06-13,34.838951110839844,980.7899780273438,970.5,150.67999267578125
2017-06-14,34.499107360839844,976.469970703125,967.9299926757812,150.25
2017-06-15,34.29233169555664,964.1699829101562,960.1799926757812,149.8000030517578
2017-06-16,33.812259674072266,987.7100219726562,958.6199951171875,150.63999938964844
2017-06-19,34.779544830322266,995.1699829101562,975.219970703125,152.8699951171875
